prompt,response
"tec:wen many people were rel young , dey must hv mang time tuh learn knowlegable , dey donnot hv much time tuh enjoy life as much as posssbale. ","When people are very young, they must have time to gain knowledge ; they do not have much time to enjoy life as much as possible. "
"tec:wen many people were rel young , dey must hv mang time tuh learn knowlegable , dey donnot hv much time tuh enjoy life as much as posssbale. ","When many people were very young, they must have made time to gain knowledge ; they do not have the time to enjoy life as much as possible. "
"tec:wen many people were rel young , dey must hv mang time tuh learn knowlegable , dey donnot hv much time tuh enjoy life as much as posssbale. ","When many people were very young, they had to manage to find time to learn, They did n't have much time to enjoy life as much as possible. "
"tec:dis arguement iz not only true now , it iz since ages , Ah wah tuh talk on a live example of sir. ","This argument is not only true now, it has always been. "
"tec:dis arguement iz not only true now , it iz since ages , Ah wah tuh talk on a live example of sir. ","This argument is not only true now, it has been for ages ; I want to talk about a live example, Sir. "
"tec:dis arguement iz not only true now , it iz since ages , Ah wah tuh talk on a live example of sir. ","This argument is not only true now, it has been since ages, I want to talk of a live example of Sir. "
"tec:dis arguement iz not only true now , it iz since ages , Ah wah tuh talk on a live example of sir. ","This argument is not only true now, it has been for ages, i want to talk about the live example of Sir. "
tec:last one iz dey hv tuh study bout disease which means dat will be save. ,"The last thing they have to study is disease, which means they will be safe. "
tec:last one iz dey hv tuh study bout disease which means dat will be save. ,"Lastly, they have to study a disease, which means they will be saved. "
tec:last one iz dey hv tuh study bout disease which means dat will be save. ,"Last, they have to study about disease, which means it will be saved. "
tec:last one iz dey hv tuh study bout disease which means dat will be save. ,"The last one they have to study about is disease, which means it will be safe. "
tec:d consumers also know how advertisemnets are. ,The consumers also knows how advertisements are. 
tec:d consumers also know how advertisemnets are. ,The consumers also know what advertisements are like. 
tec:d consumers also know how advertisemnets are. ,The consumers also know how advertisements are. 
tec:d consumers also know how advertisemnets are. ,The consumers also know how advertisements are. 
tec:-learn ! ,Learn ! 
tec:-learn ! ,Learn ! 
tec:-learn ! ,Learn ! 
tec:-learn ! ,Learn ! 
tec:deh are rel successful politicians dat neva tried somthing new. ,There are very successful politicians that have never tried something new. 
tec:deh are rel successful politicians dat neva tried somthing new. ,There are very successful politicians who never tried anything new. 
tec:deh are rel successful politicians dat neva tried somthing new. ,There are very successful politicians that have never tried something new. 
tec:deh are rel successful politicians dat neva tried somthing new. ,There are very successful politicians that never tried something new. 
tec:yuh can become smarter than d other people. ,You can become smarter than other people. 
tec:yuh can become smarter than d other people. ,You can become smarter than other people. 
tec:yuh can become smarter than d other people. ,You can become smarter than the other people. 
tec:yuh can become smarter than d other people. ,You can become smarter than the other people. 
"tec:in mi opinion , dis statement iz groundless and d youngsters today do contribute tuh their communities tuh a great extent. ","In my opinion, this statement is groundless ; youngsters today do contribute to their communities to a great extent. "
"tec:in mi opinion , dis statement iz groundless and d youngsters today do contribute tuh their communities tuh a great extent. ","In my opinion, this statement is groundless and the youngsters today do contribute to their communities to a great extent. "
